id,tipo,ano_registo,caixa,potencia,km,combustivel,marca,com_danos,preco
98369,limousine,2004,manual,143,100400,gasolina,mercedes_benz,nao,4560
10866,compacto,2004,manual,88,151000,gasolina,outra,nao,1660
70615,compacto,2001,manual,90,150100,gasolina,opel,nao,1430
70180,carrinha,2013,manual,140,126000,diesel,fiat,nao,13420
83579,carrinha,2004,manual,102,150000,diesel,volkswagen,nao,5760
15092,limousine,2014,manual,90,20300,diesel,audi,nao,14990
76656,coupe,2013,manual,432,20900,gasolina,outra,nao,32570
46249,cabrio,2004,manual,163,150900,gasolina,mercedes_benz,nao,15019
31647,coupe,2000,manual,179,150600,gasolina,audi,nao,3360
1481,carrinha,2006,manual,174,150100,diesel,volkswagen,nao,14030
81539,limousine,2015,automatica,185,20100,diesel,volkswagen,nao,11080
43633,coupe,2008,manual,200,90700,gasolina,audi,nao,13060
3624,limousine,2013,automatica,177,30700,diesel,audi,nao,31240
7686,carrinha,2010,manual,102,100800,diesel,volkswagen,nao,10510
79959,limousine,2006,automatica,190,150500,diesel,mercedes_benz,nao,9020
56445,limousine,2003,automatica,163,150900,diesel,bmw,nao,5470
16472,kombi,2007,automatica,224,150700,diesel,audi,nao,7260
63010,kombi,2014,automatica,184,40300,gasolina,mercedes_benz,nao,28040
25251,compacto,2007,manual,68,70100,gasolina,outra,nao,2520
50942,kombi,2008,manual,140,150700,diesel,audi,sim,3650
88138,cabrio,2007,manual,125,125700,gasolina,opel,nao,5040
86799,compacto,2009,manual,86,100000,gasolina,outra,nao,5069
3930,carrinha,2006,manual,140,150300,diesel,volkswagen,nao,5029
12316,suv,2013,manual,140,100100,diesel,volkswagen,nao,19390
89161,carrinha,2007,manual,140,150500,diesel,ford,nao,8490
20566,compacto,2011,manual,68,150900,gasolina,fiat,nao,3949
44764,limousine,2000,manual,105,150400,gasolina,bmw,nao,1810
18185,limousine,2008,automatica,170,125300,gasolina,outra,nao,9980
46807,carrinha,2011,manual,86,80800,gasolina,outra,nao,7059
43144,kombi,2005,automatica,150,150700,diesel,mercedes_benz,nao,3052
29447,suv,2010,automatica,224,150500,diesel,mercedes_benz,nao,20019
91384,carrinha,2006,manual,86,151000,diesel,renault,sim,2550
69612,compacto,2003,automatica,75,20300,gasolina,opel,nao,2800
96702,limousine,2000,manual,101,150300,gasolina,opel,nao,570
52735,kombi,2015,manual,177,30900,diesel,audi,nao,31509
94379,limousine,2007,automatica,231,150900,diesel,bmw,nao,11080
78093,limousine,2011,automatica,204,125400,gasolina,bmw,nao,19020
87281,kombi,2002,automatica,192,150900,gasolina,bmw,nao,4970
29751,coupe,2010,manual,160,100600,gasolina,volkswagen,nao,10050
59967,carrinha,2002,manual,101,125100,gasolina,opel,nao,2930
68177,compacto,2007,manual,75,80500,gasolina,peugeot,nao,3220
23420,limousine,2010,manual,58,41000,gasolina,volkswagen,sim,6040
87046,kombi,2008,automatica,140,150100,diesel,audi,nao,7390
8856,kombi,2003,manual,85,150200,diesel,bmw,nao,2070
23572,carrinha,2004,automatica,116,150400,diesel,ford,nao,1359
2025,coupe,2002,manual,220,90700,gasolina,outra,nao,5940
97741,kombi,2001,manual,110,150800,diesel,outra,nao,2039
97268,compacto,2007,automatica,96,126000,gasolina,outra,nao,4370
62641,coupe,2001,manual,224,150500,gasolina,audi,nao,4760
73256,limousine,2000,manual,150,150300,gasolina,audi,nao,2509
55533,limousine,2000,manual,136,125600,gasolina,opel,sim,1760
75069,compacto,2000,manual,58,125000,gasolina,renault,nao,1520
54552,limousine,2011,automatica,197,150800,diesel,mercedes_benz,nao,4520
67393,limousine,2000,manual,75,150900,gasolina,volkswagen,nao,1560
27702,limousine,2001,manual,125,126000,gasolina,audi,nao,3630
75587,limousine,2013,automatica,140,61000,diesel,outra,nao,15540
20782,cabrio,2006,automatica,163,125400,gasolina,audi,nao,11920
85183,carrinha,2005,manual,82,150100,diesel,renault,nao,3059
70099,cabrio,2013,manual,105,30700,gasolina,volkswagen,nao,16916
48474,carrinha,2015,manual,101,20000,gasolina,opel,nao,9860
92739,limousine,2002,manual,116,151000,gasolina,volkswagen,nao,3070
73833,compacto,2014,automatica,86,10700,gasolina,outra,nao,9760
51339,suv,2006,manual,109,150100,diesel,outra,nao,6000
10639,kombi,2012,automatica,170,150000,diesel,volkswagen,nao,13370
72540,compacto,2000,manual,60,151000,gasolina,volkswagen,nao,460
5648,compacto,2005,automatica,75,150000,gasolina,renault,nao,730
1055,limousine,2015,automatica,190,30500,diesel,audi,nao,34960
75427,limousine,2014,automatica,313,150800,diesel,audi,nao,28960
84305,kombi,2014,manual,177,150000,diesel,audi,nao,20059
48706,compacto,2008,manual,54,125700,gasolina,volkswagen,nao,2450
89870,limousine,2014,manual,105,40100,gasolina,volkswagen,nao,13539
53352,carrinha,2004,manual,83,125100,gasolina,outra,nao,1750
73985,compacto,2003,manual,75,100500,gasolina,audi,nao,4550
13704,limousine,2000,automatica,101,150900,gasolina,ford,nao,1990
86341,outro,2002,manual,40,150400,gasolina,opel,sim,425
43959,compacto,2007,manual,68,150400,diesel,outra,nao,2520
22525,kombi,2002,automatica,116,150000,diesel,mercedes_benz,nao,4550
78246,coupe,2011,automatica,333,125800,gasolina,audi,nao,30040
4180,compacto,2010,manual,68,70900,gasolina,peugeot,nao,4290
65622,kombi,2002,manual,128,150400,diesel,peugeot,nao,1770
38819,compacto,2011,manual,68,30200,gasolina,peugeot,nao,5090
58464,limousine,2009,automatica,197,151000,diesel,bmw,nao,14500
64475,cabrio,2012,automatica,211,90600,gasolina,volkswagen,nao,19820
78512,carrinha,2004,manual,125,151000,gasolina,opel,nao,2200
88810,cabrio,2003,manual,109,150800,gasolina,peugeot,nao,2750
35038,carrinha,2005,manual,136,150700,gasolina,outra,nao,3020
62809,carrinha,2011,manual,131,100300,gasolina,renault,nao,8380
41162,compacto,2007,automatica,41,80500,diesel,outra,nao,3820
44548,limousine,2003,automatica,150,150300,diesel,mercedes_benz,nao,5980
54582,limousine,2010,manual,105,50600,gasolina,outra,nao,11080
23591,limousine,2002,manual,75,150500,gasolina,volkswagen,sim,999
70455,compacto,2013,manual,75,40400,gasolina,renault,nao,5240
70446,kombi,2007,manual,140,150600,diesel,audi,nao,6330
43622,compacto,2003,manual,60,150500,gasolina,peugeot,nao,1039
10371,limousine,2000,manual,116,150000,gasolina,outra,nao,540
78363,cabrio,2003,manual,109,150800,gasolina,peugeot,nao,2330
25254,compacto,2001,automatica,60,40800,gasolina,volkswagen,sim,1700
45511,limousine,2002,manual,101,90100,gasolina,ford,nao,1810
98302,kombi,2004,manual,200,150000,diesel,volkswagen,nao,40
87769,carrinha,2005,manual,174,150600,diesel,volkswagen,sim,7840
19051,limousine,2012,manual,73,20100,gasolina,peugeot,nao,6760
58844,compacto,2015,automatica,75,20000,gasolina,renault,nao,6550
54604,kombi,2008,manual,150,150500,diesel,outra,sim,3070
81998,kombi,2008,manual,140,100300,diesel,volkswagen,nao,8620
50822,coupe,2006,manual,166,100500,gasolina,outra,nao,5580
33614,limousine,2004,automatica,204,150900,diesel,mercedes_benz,nao,5000
86279,limousine,2000,manual,184,150000,diesel,bmw,nao,1480
95533,compacto,2001,manual,75,100200,gasolina,peugeot,sim,672
61252,limousine,2004,manual,84,50500,gasolina,opel,nao,2940
13023,limousine,2005,automatica,150,125400,diesel,mercedes_benz,nao,9990
16671,kombi,2003,manual,150,150000,diesel,bmw,nao,2120
13299,compacto,2003,manual,65,150600,gasolina,ford,nao,990
89729,kombi,2010,manual,110,150700,diesel,volkswagen,sim,6780
23323,compacto,2002,manual,80,150300,gasolina,fiat,sim,619
65200,compacto,2003,manual,54,100900,gasolina,volkswagen,nao,2729
90288,limousine,2004,manual,150,150300,diesel,bmw,nao,7039
43812,kombi,2003,automatica,131,150100,diesel,volkswagen,nao,4380
8712,coupe,2007,manual,192,150200,gasolina,outra,nao,4040
5162,cabrio,2003,manual,110,70600,gasolina,outra,nao,5510
67252,limousine,2002,manual,200,150200,gasolina,audi,nao,5059
93919,coupe,2014,automatica,140,51000,diesel,volkswagen,nao,20890
87998,kombi,2013,automatica,143,150900,diesel,audi,nao,13510
6269,coupe,2009,automatica,150,150500,diesel,mercedes_benz,nao,8040
99408,coupe,2004,manual,147,150500,gasolina,opel,sim,40
34948,carrinha,2002,manual,101,125000,diesel,opel,nao,2940
68319,limousine,2013,automatica,211,70300,gasolina,volkswagen,nao,17520
45475,cabrio,2000,manual,150,150800,gasolina,bmw,nao,6020
15500,compacto,2002,manual,60,151000,gasolina,outra,nao,959
33924,kombi,2012,automatica,160,150600,diesel,opel,nao,7310
64996,compacto,2012,manual,105,125000,diesel,audi,nao,11200
11713,kombi,2008,automatica,177,150100,diesel,bmw,nao,6800
24786,limousine,2009,manual,152,100600,gasolina,audi,nao,10020
33328,kombi,2010,manual,143,150100,diesel,audi,nao,9230
47886,limousine,2011,automatica,143,90300,diesel,bmw,nao,16060
90913,kombi,2010,automatica,239,150000,diesel,audi,nao,17069
50188,compacto,2000,manual,50,70200,gasolina,volkswagen,nao,1560
73337,cabrio,2004,manual,109,150100,gasolina,peugeot,nao,2950
99980,compacto,2015,automatica,140,60100,gasolina,audi,nao,21060
12648,limousine,2006,automatica,140,150200,diesel,audi,nao,8530
83149,compacto,2007,manual,75,91000,gasolina,volkswagen,nao,6055
47510,coupe,2007,manual,435,150900,gasolina,outra,nao,120020
19726,carrinha,2013,manual,101,100600,diesel,ford,nao,12010
95636,limousine,2006,automatica,177,150600,diesel,bmw,nao,6340
38070,compacto,2006,manual,60,150700,gasolina,ford,nao,1030
59858,limousine,2004,automatica,170,151000,gasolina,bmw,nao,6560
45806,limousine,2000,automatica,150,150200,gasolina,volkswagen,nao,2920
19699,kombi,2010,manual,125,150700,gasolina,ford,nao,6950
83667,kombi,2012,manual,105,125400,diesel,outra,nao,11579
5242,kombi,2007,manual,136,150300,diesel,outra,nao,7050
88539,limousine,2006,automatica,272,150000,outro,mercedes_benz,nao,9090
77341,suv,2012,manual,120,70700,gasolina,outra,nao,9009
80305,kombi,2005,manual,116,150900,diesel,outra,nao,2740
2197,carrinha,2013,manual,107,101000,diesel,outra,nao,8410
13638,compacto,2003,manual,80,125300,gasolina,fiat,nao,2260
73547,limousine,2005,manual,116,125000,gasolina,mercedes_benz,sim,3350
12077,suv,2011,manual,150,60500,gasolina,volkswagen,nao,15930
44657,carrinha,2004,manual,140,150600,diesel,outra,sim,1850
77740,suv,2005,manual,177,50300,gasolina,outra,nao,15980
7649,suv,2014,manual,135,50000,gasolina,outra,nao,14590
41604,limousine,2002,automatica,197,150700,diesel,mercedes_benz,nao,3469
77327,cabrio,2008,manual,131,150900,diesel,renault,nao,3539
38441,compacto,2015,manual,86,10900,gasolina,audi,nao,14039
82352,compacto,2003,manual,64,150800,gasolina,volkswagen,nao,1650
91937,compacto,2010,manual,82,90000,gasolina,ford,nao,5370
50940,limousine,2001,manual,116,150400,diesel,mercedes_benz,nao,4550
95690,limousine,2005,automatica,109,150900,gasolina,peugeot,nao,2180
1996,compacto,2003,manual,60,150200,gasolina,ford,nao,1380
61098,kombi,2006,manual,90,100700,gasolina,opel,nao,5039
52855,compacto,2005,manual,75,5000,gasolina,renault,nao,10
61311,outro,2012,automatica,111,20300,gasolina,renault,nao,10059
1982,kombi,2004,manual,115,150200,diesel,outra,nao,1029
15127,kombi,2011,manual,140,90500,diesel,ford,nao,12079
23472,limousine,2000,manual,116,151000,diesel,volkswagen,nao,1950
64229,kombi,2007,automatica,224,150500,diesel,mercedes_benz,nao,9920
13074,limousine,2012,automatica,306,125600,gasolina,bmw,nao,28080
94011,compacto,2013,manual,60,40800,gasolina,volkswagen,nao,6780
87756,carrinha,2003,manual,116,151000,diesel,outra,nao,2140
88899,coupe,2002,manual,179,101000,gasolina,volkswagen,nao,11570
71529,compacto,2010,manual,60,150400,gasolina,fiat,nao,1540
66629,kombi,2006,manual,128,150000,diesel,fiat,nao,3540
10559,kombi,2007,automatica,231,151000,diesel,bmw,nao,9499
91065,carrinha,2011,manual,140,150200,diesel,volkswagen,nao,16005
77866,compacto,2015,manual,105,40000,gasolina,outra,nao,11520
56854,kombi,2001,manual,84,150100,gasolina,opel,nao,1510
67526,kombi,2005,manual,150,150100,diesel,mercedes_benz,sim,3600
16077,carrinha,2010,manual,75,126000,gasolina,renault,nao,4829
27268,limousine,2009,automatica,204,150700,diesel,bmw,nao,11960
47982,compacto,2013,manual,60,60100,gasolina,volkswagen,nao,7999
53074,compacto,2001,manual,54,90700,gasolina,outra,nao,1200
16519,compacto,2005,manual,101,150600,diesel,opel,nao,2430
54563,suv,2009,manual,140,125200,diesel,volkswagen,nao,16450
1554,compacto,2012,manual,122,60300,gasolina,bmw,nao,12010
29659,kombi,2006,manual,131,150200,diesel,ford,nao,2980
90012,compacto,2006,manual,58,125100,gasolina,outra,nao,1200
2024,coupe,2001,manual,143,100100,gasolina,outra,nao,4590
45996,outro,2013,manual,235,20600,gasolina,volkswagen,nao,25490
65288,cabrio,2010,manual,143,150500,gasolina,bmw,nao,11450
31652,limousine,2007,automatica,105,150300,diesel,volkswagen,nao,4340
13542,cabrio,2008,manual,116,150300,gasolina,volkswagen,nao,7650
90315,kombi,2010,manual,140,150600,diesel,ford,sim,6800
39162,kombi,2011,manual,75,100500,diesel,volkswagen,nao,15850
20142,cabrio,2004,manual,192,150900,gasolina,bmw,nao,7990
85279,cabrio,2010,manual,170,60200,gasolina,bmw,nao,14950
793,limousine,2012,manual,69,90500,gasolina,volkswagen,nao,7810
33226,limousine,2010,automatica,197,150100,diesel,bmw,nao,9070
94574,limousine,2008,manual,175,150400,outro,opel,sim,4970
2219,limousine,2002,manual,86,125900,gasolina,outra,nao,1290
51045,limousine,2001,manual,101,150900,gasolina,audi,nao,3030
49427,compacto,2000,manual,75,150700,gasolina,volkswagen,sim,600
42639,coupe,2001,manual,143,150600,gasolina,outra,nao,2040
98639,limousine,2005,automatica,224,150100,diesel,audi,nao,7250
35237,limousine,2009,automatica,232,150500,diesel,audi,nao,14420
93656,limousine,2002,manual,192,151000,gasolina,bmw,nao,2520
76956,kombi,2009,automatica,218,100500,gasolina,bmw,nao,15900
73076,compacto,2004,manual,58,100800,gasolina,renault,nao,1520
98220,limousine,2012,manual,115,90900,diesel,ford,nao,10069
45287,kombi,2002,automatica,179,150400,diesel,audi,nao,1500
11675,limousine,2011,automatica,245,150300,diesel,bmw,nao,20430
24721,limousine,2001,manual,75,150200,gasolina,volkswagen,nao,1510
97574,limousine,2006,manual,150,150600,gasolina,audi,nao,6009
61002,limousine,2003,manual,131,150400,diesel,audi,nao,4070
64764,limousine,2004,manual,143,150800,gasolina,mercedes_benz,nao,3530
25610,compacto,2009,manual,99,125700,gasolina,fiat,nao,4850
25441,limousine,2000,manual,115,150800,gasolina,opel,nao,999
89403,carrinha,2010,manual,120,150600,diesel,opel,nao,6900
33621,kombi,2013,manual,140,90000,diesel,ford,nao,13960
23387,suv,2013,automatica,141,125900,diesel,ford,nao,17070
5334,kombi,2013,automatica,177,150500,diesel,audi,nao,16550
65952,compacto,2012,manual,90,101000,diesel,volkswagen,nao,8960
42208,carrinha,2007,manual,174,150400,diesel,volkswagen,nao,13580
13784,limousine,2011,manual,143,90600,diesel,bmw,nao,11990
69311,compacto,2013,manual,99,50900,gasolina,outra,nao,8210
94325,compacto,2009,manual,80,125800,gasolina,volkswagen,nao,5560
60900,compacto,2011,manual,65,40800,gasolina,outra,nao,5230
74221,compacto,2003,automatica,150,151000,gasolina,audi,sim,2510
84077,limousine,2007,manual,102,125700,gasolina,outra,nao,4750
60895,limousine,2005,automatica,105,90200,gasolina,opel,nao,4340
89077,compacto,2000,manual,65,150600,gasolina,outra,nao,1180
62999,compacto,2010,manual,68,70600,gasolina,peugeot,nao,4100
15067,compacto,2015,manual,95,50100,diesel,ford,nao,11940
1021,kombi,2010,manual,110,150900,diesel,opel,nao,5970
8774,limousine,2011,automatica,408,150600,gasolina,bmw,nao,23590
97946,limousine,2008,manual,109,150700,diesel,mercedes_benz,nao,4540
5585,compacto,2008,manual,68,125400,gasolina,outra,nao,3440
18235,compacto,2009,manual,92,125400,gasolina,outra,sim,1950
40859,limousine,2007,manual,140,150900,diesel,outra,nao,5460
33916,suv,2013,automatica,200,70500,diesel,outra,nao,26940
20419,suv,2012,manual,140,100800,diesel,ford,nao,13990
48630,cabrio,2005,manual,109,100000,gasolina,peugeot,nao,3850
37060,kombi,2016,automatica,140,10700,diesel,volkswagen,nao,30020
26525,compacto,2003,manual,105,151000,gasolina,mercedes_benz,nao,2510
56972,compacto,2002,manual,58,150500,gasolina,opel,nao,2039
80864,limousine,2006,manual,140,150900,diesel,volkswagen,nao,10040
58236,kombi,2009,manual,177,150300,diesel,bmw,nao,10250
78876,limousine,2006,manual,101,150800,gasolina,ford,nao,4239
78452,carrinha,2001,manual,95,150900,diesel,peugeot,nao,1030
37455,limousine,2002,manual,122,150200,diesel,bmw,nao,2349
64612,compacto,2008,manual,54,126000,gasolina,volkswagen,nao,3530
91147,limousine,2006,manual,105,150400,diesel,volkswagen,nao,6370
16548,suv,2013,manual,163,40100,gasolina,outra,nao,22480
33810,kombi,2004,automatica,131,150800,diesel,ford,nao,2380
99071,kombi,2009,automatica,140,150600,diesel,volkswagen,nao,7960
10071,limousine,2009,manual,99,60700,gasolina,outra,nao,6970
40399,cabrio,2005,manual,109,150600,gasolina,peugeot,nao,3310
36307,compacto,2004,manual,101,150700,gasolina,ford,nao,2730
2132,limousine,2000,manual,116,150400,gasolina,volkswagen,nao,2590
4819,kombi,2014,automatica,150,20400,gasolina,outra,nao,13360
84366,limousine,2002,manual,101,150100,gasolina,opel,nao,1629
6523,limousine,2003,manual,95,125000,diesel,mercedes_benz,nao,2010
39964,limousine,2006,manual,122,150500,outro,outra,nao,2699
38778,carrinha,2006,manual,174,150700,diesel,volkswagen,nao,17000
88339,carrinha,2002,manual,116,150100,diesel,outra,nao,3300
19696,limousine,2008,manual,97,125100,gasolina,outra,nao,2190
19079,compacto,2000,manual,90,150400,gasolina,peugeot,nao,680
88447,compacto,2000,manual,60,150700,gasolina,peugeot,nao,909
50920,kombi,2005,automatica,163,150100,diesel,audi,nao,4410
9615,compacto,2016,automatica,192,20800,gasolina,outra,nao,29980
86249,suv,2002,manual,102,150500,diesel,renault,nao,3310
81440,compacto,2002,manual,60,150900,gasolina,fiat,nao,700
92578,cabrio,2007,automatica,163,150900,gasolina,mercedes_benz,nao,12540
7001,limousine,2015,automatica,184,50300,diesel,bmw,nao,34030
4876,limousine,2010,manual,211,125800,gasolina,volkswagen,nao,13680
75680,compacto,2009,manual,101,125500,diesel,outra,nao,5770
37158,compacto,2007,manual,54,125300,gasolina,volkswagen,nao,3770
87025,carrinha,2013,manual,140,40000,diesel,ford,nao,15250
18798,coupe,2009,automatica,143,150300,diesel,volkswagen,nao,13400
97479,kombi,2005,manual,75,150000,gasolina,peugeot,nao,1540
83148,kombi,2005,manual,179,150200,diesel,volkswagen,nao,3990
15194,carrinha,2000,manual,116,150100,outro,opel,nao,11
90387,carrinha,2003,manual,75,150100,diesel,ford,nao,3340
10275,compacto,2000,manual,54,126000,gasolina,fiat,nao,810
52618,compacto,2010,manual,86,90300,gasolina,volkswagen,nao,8019
97183,limousine,2001,automatica,102,150300,gasolina,mercedes_benz,nao,2489
88937,limousine,2000,automatica,193,150700,gasolina,bmw,nao,2390
11515,kombi,2004,manual,131,150900,diesel,volkswagen,nao,5040
65027,carrinha,2001,manual,150,150100,gasolina,outra,nao,1850
83488,kombi,2009,automatica,349,150900,gasolina,audi,nao,17950
58839,suv,2010,manual,160,80700,diesel,outra,nao,53069
19901,suv,2003,automatica,250,150400,outro,outra,nao,10089
63735,limousine,2016,manual,250,20200,gasolina,ford,nao,27510
50714,kombi,2002,manual,101,150800,gasolina,renault,nao,940
68746,cabrio,2005,manual,95,100900,gasolina,ford,nao,4490
76891,carrinha,2005,manual,75,125000,gasolina,renault,nao,2850
2893,limousine,2007,automatica,231,150700,diesel,bmw,nao,16020
54199,kombi,2007,manual,88,125700,gasolina,outra,nao,3510
85441,limousine,2001,manual,75,150800,gasolina,volkswagen,nao,1860
60601,limousine,2000,manual,75,150800,gasolina,opel,sim,958
86538,compacto,2000,automatica,90,150900,gasolina,renault,nao,1869
8978,limousine,2006,manual,218,151000,gasolina,bmw,nao,10750
16156,kombi,2010,manual,143,150500,diesel,audi,nao,9030
61509,limousine,2001,manual,101,150300,gasolina,opel,nao,1640
70092,limousine,2003,manual,75,150700,gasolina,mercedes_benz,sim,1820
77085,compacto,2005,manual,75,150700,gasolina,audi,nao,4500
34632,compacto,2007,manual,58,125600,gasolina,outra,nao,2120
69178,kombi,2014,automatica,184,80600,diesel,bmw,nao,26419
1315,limousine,2000,manual,125,150600,gasolina,audi,nao,1210
22470,limousine,2010,manual,101,150000,gasolina,ford,nao,4850
49796,compacto,2009,manual,75,125700,gasolina,peugeot,nao,2890
77037,carrinha,2007,manual,177,150300,diesel,outra,nao,5050
1070,limousine,2004,manual,218,150400,diesel,bmw,nao,9920
88499,cabrio,2004,automatica,203,150800,gasolina,outra,sim,740
71074,coupe,2001,manual,343,150000,gasolina,bmw,nao,16080
14490,suv,2002,manual,163,150800,diesel,mercedes_benz,nao,5690
70048,compacto,2002,manual,60,150000,gasolina,fiat,nao,1555
55320,compacto,2003,manual,200,125700,gasolina,outra,nao,9530
32752,coupe,2016,automatica,280,10500,gasolina,outra,nao,26039
69041,suv,2011,automatica,170,90000,diesel,mercedes_benz,nao,24050
91922,compacto,2000,manual,101,151000,gasolina,volkswagen,nao,1590
14028,limousine,2005,manual,105,150800,gasolina,opel,nao,4310
82586,cabrio,2005,manual,73,125400,gasolina,outra,nao,2470
31029,limousine,2011,manual,95,150100,diesel,opel,nao,6519
67629,limousine,2001,manual,105,150200,gasolina,bmw,nao,1460
20148,limousine,2011,automatica,204,90500,diesel,bmw,nao,11030
25346,kombi,2012,manual,125,70900,gasolina,audi,nao,12590
74987,kombi,2002,automatica,170,150900,diesel,mercedes_benz,nao,70
17740,compacto,2006,manual,82,150500,diesel,renault,nao,1990
2891,limousine,2004,automatica,125,150800,gasolina,outra,sim,2050
66402,compacto,2008,manual,90,151000,diesel,outra,nao,5470
33979,limousine,2005,manual,105,125000,diesel,audi,nao,4440
37755,compacto,2012,manual,98,50300,gasolina,outra,nao,9300
53764,carrinha,2007,automatica,150,150800,diesel,mercedes_benz,nao,11390
8492,compacto,2015,manual,87,10400,gasolina,opel,nao,12499
41347,cabrio,2008,automatica,179,100800,diesel,audi,nao,14950
11202,limousine,2007,automatica,334,151000,outro,audi,nao,8990
78655,compacto,2004,manual,54,125500,gasolina,volkswagen,nao,2410
62022,compacto,2005,automatica,61,90200,gasolina,outra,nao,2670
12837,limousine,2009,manual,107,150200,gasolina,outra,nao,4530
21135,compacto,2012,manual,82,60200,gasolina,ford,nao,8048
25700,compacto,2010,manual,75,100000,gasolina,volkswagen,nao,6290
30923,carrinha,2000,manual,174,150200,outro,volkswagen,nao,840
64682,suv,2010,automatica,150,90600,gasolina,outra,nao,13980
95826,compacto,2012,manual,60,60300,gasolina,volkswagen,nao,8000
3295,compacto,2001,automatica,45,125900,diesel,outra,nao,2302
57071,kombi,2005,manual,101,150000,diesel,volkswagen,nao,6559
86156,limousine,2005,manual,140,151000,diesel,volkswagen,nao,5960
26883,compacto,2005,manual,69,90700,gasolina,ford,sim,2740
43325,coupe,2005,manual,231,150600,gasolina,outra,nao,6549
82347,coupe,2004,manual,218,150600,gasolina,outra,nao,5070
68932,compacto,2010,manual,92,70800,gasolina,outra,nao,6055
13591,cabrio,2012,manual,177,70200,diesel,bmw,nao,20039
53814,compacto,2007,manual,75,150000,gasolina,renault,nao,2670
82184,kombi,2007,manual,143,150100,gasolina,mercedes_benz,nao,7639
43192,suv,2009,manual,136,60700,diesel,ford,nao,8730
69343,cabrio,2002,manual,110,100100,gasolina,outra,nao,4019
4120,kombi,2010,automatica,160,150100,diesel,opel,sim,6850
81096,limousine,2006,manual,120,125600,gasolina,outra,nao,3690
27641,limousine,2001,automatica,193,150500,gasolina,volkswagen,nao,2440
40980,compacto,2000,manual,50,150600,gasolina,volkswagen,nao,890
27715,limousine,2011,manual,109,125600,gasolina,outra,sim,4470
22014,cabrio,2011,automatica,290,40700,diesel,bmw,nao,31070
705,limousine,2000,manual,75,151000,gasolina,volkswagen,nao,1089
95386,limousine,2011,manual,109,125900,outro,outra,sim,2620
1351,compacto,2011,manual,111,70500,diesel,outra,nao,13590
37677,kombi,2005,automatica,177,150500,diesel,bmw,nao,6430
53590,kombi,2008,automatica,170,150600,diesel,volkswagen,nao,4520
4466,coupe,2009,manual,177,150000,diesel,bmw,nao,10940
16948,compacto,2002,manual,75,125400,gasolina,peugeot,nao,2480
62188,limousine,2004,automatica,306,150600,gasolina,mercedes_benz,nao,14550
48678,limousine,2005,manual,131,150500,diesel,volkswagen,nao,2570
12247,limousine,2008,automatica,193,90500,gasolina,outra,nao,12615
55006,compacto,2003,manual,60,125200,gasolina,fiat,nao,1390
55753,cabrio,2006,manual,110,150900,gasolina,peugeot,nao,1870
93860,coupe,2009,automatica,200,151000,gasolina,volkswagen,nao,13009
43505,kombi,2002,automatica,150,150300,diesel,audi,sim,1500
98442,compacto,2010,manual,75,101000,diesel,opel,nao,5540
51841,carrinha,2006,automatica,116,150300,diesel,volkswagen,nao,5730
20138,coupe,2010,automatica,305,80000,gasolina,ford,sim,15000
71368,carrinha,2000,manual,151,151000,diesel,volkswagen,nao,8520
72616,kombi,2010,manual,105,40500,diesel,volkswagen,nao,8770
94990,limousine,2004,manual,179,150100,gasolina,volkswagen,nao,4880
24538,compacto,2004,manual,90,125100,gasolina,outra,nao,3510
45613,kombi,2000,manual,118,150200,gasolina,bmw,nao,1580
34503,kombi,2005,manual,90,150900,diesel,outra,nao,1500
80133,carrinha,2010,automatica,150,40400,diesel,mercedes_benz,nao,28910
36873,kombi,2006,manual,73,150600,gasolina,peugeot,nao,2659
96832,suv,2003,automatica,163,150100,diesel,mercedes_benz,nao,5235
52285,cabrio,2006,manual,95,125700,gasolina,ford,nao,3550
56542,carrinha,2001,manual,145,150800,gasolina,ford,nao,1510
65776,limousine,2008,manual,136,150800,diesel,volkswagen,nao,7670
96677,carrinha,2006,manual,69,151000,diesel,volkswagen,sim,1069
83772,carrinha,2009,manual,109,90900,diesel,peugeot,nao,8570
35518,limousine,2003,manual,131,150600,diesel,volkswagen,nao,2449
16447,kombi,2014,automatica,179,51000,gasolina,audi,nao,26000
35598,compacto,2002,manual,75,125900,gasolina,renault,nao,1028
97368,compacto,2001,manual,55,150800,gasolina,opel,sim,520
22432,kombi,2000,manual,115,150100,gasolina,opel,nao,930
76786,limousine,2000,manual,75,150800,gasolina,opel,nao,1020
83672,carrinha,2013,automatica,165,125400,diesel,opel,sim,11590
70722,compacto,2007,manual,73,80400,gasolina,peugeot,nao,3750
16933,cabrio,2007,manual,90,126000,gasolina,opel,nao,4590
25391,limousine,2000,manual,110,150200,gasolina,outra,nao,2399
98395,kombi,2007,manual,140,150500,diesel,volkswagen,nao,4590
60074,kombi,2007,manual,140,150200,diesel,volkswagen,nao,6570
8297,compacto,2005,manual,163,150400,gasolina,outra,nao,5300
31099,limousine,2006,manual,150,150000,diesel,outra,nao,2110
27858,kombi,2006,automatica,102,40800,gasolina,audi,nao,7999
93582,kombi,2013,manual,140,125500,diesel,ford,nao,15130
12048,compacto,2005,manual,58,150100,gasolina,renault,nao,1150
58090,limousine,2002,automatica,102,150900,gasolina,volkswagen,nao,3290
11084,compacto,2011,manual,60,60700,gasolina,volkswagen,nao,6540
53465,suv,2010,automatica,286,150000,diesel,bmw,nao,24310
